date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:38:04	203551/203551	---MCZ	200	added ('OK')	text/html	etag:W/%226381f86e-31b1f%22	https://htmldemo.net/harosa/harosa-v2/index.html	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit9/htmldemo.net/harosa/harosa-v2/index.html	(from )
12:38:04	405/405	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Jun%202024%2007:08:04%20GMT	https://htmldemo.net/robots.txt		(from )
12:38:05	436/436	---M--	200	added ('OK')	image/webp	date:Mon,%2003%20Jun%202024%2007:08:04%20GMT	https://htmldemo.net/harosa/harosa-v2/assets/images/favicon.webp	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit9/htmldemo.net/harosa/harosa-v2/assets/images/favicon.webp	(from https://htmldemo.net/harosa/harosa-v2/index.html)
12:38:05	30996/30996	---MCZ	200	added ('OK')	text/css	etag:W/%226381f885-7914%22	https://htmldemo.net/harosa/harosa-v2/assets/css/font-awesome.min.css	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit9/htmldemo.net/harosa/harosa-v2/assets/css/font-awesome.min.css	(from https://htmldemo.net/harosa/harosa-v2/index.html)
12:38:06	51295/51295	---MCZ	200	added ('OK')	text/css	etag:W/%226381f886-c85f%22	https://htmldemo.net/harosa/harosa-v2/assets/css/ionicons.min.css	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit9/htmldemo.net/harosa/harosa-v2/assets/css/ionicons.min.css	(from https://htmldemo.net/harosa/harosa-v2/index.html)
12:38:07	194859/194859	---MCZ	200	added ('OK')	text/css	etag:W/%226381f883-2f92b%22	https://htmldemo.net/harosa/harosa-v2/assets/css/bootstrap.min.css	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit9/htmldemo.net/harosa/harosa-v2/assets/css/bootstrap.min.css	(from https://htmldemo.net/harosa/harosa-v2/index.html)
12:38:07	953/953	---MCZ	200	added ('OK')	text/css	etag:W/%226381f8a9-3b9%22	https://htmldemo.net/harosa/harosa-v2/assets/css/css-plugins/easyzoom.css	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit9/htmldemo.net/harosa/harosa-v2/assets/css/css-plugins/easyzoom.css	(from https://htmldemo.net/harosa/harosa-v2/index.html)
12:38:07	56058/56058	---MCZ	200	added ('OK')	text/css	etag:W/%226381f8a8-dafa%22	https://htmldemo.net/harosa/harosa-v2/assets/css/css-plugins/animate.min.css	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit9/htmldemo.net/harosa/harosa-v2/assets/css/css-plugins/animate.min.css	(from https://htmldemo.net/harosa/harosa-v2/index.html)
12:38:08	22474/22474	---MCZ	200	added ('OK')	text/css	etag:W/%226381f8aa-57ca%22	https://htmldemo.net/harosa/harosa-v2/assets/css/css-plugins/jquery-ui.css	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit9/htmldemo.net/harosa/harosa-v2/assets/css/css-plugins/jquery-ui.css	(from https://htmldemo.net/harosa/harosa-v2/index.html)
12:38:08	7302/7302	---MCZ	200	added ('OK')	text/css	etag:W/%226381f8ab-1c86%22	https://htmldemo.net/harosa/harosa-v2/assets/css/css-plugins/magnific-popup.css	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit9/htmldemo.net/harosa/harosa-v2/assets/css/css-plugins/magnific-popup.css	(from https://htmldemo.net/harosa/harosa-v2/index.html)
12:38:08	4168/4168	---MCZ	200	added ('OK')	text/css	etag:W/%226381f8ad-1048%22	https://htmldemo.net/harosa/harosa-v2/assets/css/css-plugins/nice-select.css	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit9/htmldemo.net/harosa/harosa-v2/assets/css/css-plugins/nice-select.css	(from https://htmldemo.net/harosa/harosa-v2/index.html)
12:38:08	2058/2058	---MCZ	200	added ('OK')	text/css	etag:W/%226381f8ad-80a%22	https://htmldemo.net/harosa/harosa-v2/assets/css/css-plugins/nivo-slider.css	C:/Users/syeda/OneDrive/Desktop/diwizon%20data/retrofit9/htmldemo.net/harosa/harosa-v2/assets/css/css-plugins/nivo-slider.css	(from https://htmldemo.net/harosa/harosa-v2/index.html)
